dialog_id,summary_piece,position_index
13730621,John wasn't honest with Ellen and hurt her.,1
13730621,Ellen doesn't believe him anymore.,2
13730621,"John will pick Ellen up after her work, so they can talk.",3
13730641,Hunter and Mary discuss how to promote their brand.,0
13730662,Deacon's neighbour's Hellion child just scratched the side of their car with a screwdriver.,0
13730662,"Tessa will join Deacon watching a movie or something later, she'll be there around 7 and bring the pizza.",1
13730664,Henry and mom are at home.,0
13730664,Henry checked their mom's blood pressure and sugar levels and she's fine.,1
13730664,He'll be at his place in 2 hours.,2
13730664,Peter will be home on Sunday morning.,3
13730672,"Nicola didn't turned up at the date with Steve, so he was sitting at the restaurant all by himself.",0
13730672,To make it up Nicola will get tickets for the symphony for next week and cook for him.,1
13730679,Emi and Toll are trying to decide what to order for dinner.,0
13730686,Mary tried to comfort Patricia too with no effect.,0
13730686,Mary thinks she's pregnant.,1
13730686,John wants to take her to the doctor's to confirm it.,2
13730699,"Trevor, Masha, Evans, and their parents are meeting on Sunday to celebrate Evans' birthday.",0
13730699,They will have a picnic if the weather is nice.,1
13730699,He will get a backpack form Masha's mum and an Xbox from Trevor and Masha.,2
13730699,Trevor will buy him games after work.,3
13730705,Frances is at a boring meeting at work.,0
13730705,She will come to Lauren's birthday party on Friday.,1
13730705,Frances is at a meeting and cannot take Lauren's phone call.,2
13730706,An American player loses world championship in chess to a Scandinavian model who drinks a lot of water.,0
13730706,He thinks the U.S. should not accept them.,1
13730707,Rodney doesn't like the new iPhone because it's expensive and there's no headphone jack.,0
13730707,He has a Huwaei mobile phone.,1
13730707,Jon is a fan of Apple and keeps his data in the cloud.,2
13730733,Fernandez has an exam tomorrow and can't go with Ian to Swan River for Christmas.,0
13730733,He will take the Greyhound bus later and they will return to Winnipeg together.,1
13730767,Kim and Ella have arrived in Bangkok.,0
13730767,They were in Kuala Lumpur before Bangkok.,1
13730767,They're staying there for 5 days.,2
13730767,They plan to visit Chiang Mai and Phnom Penh.,3
13730783,"Kimberly doesn't want to go to Karen's party tonight, she plans to stay in and watch tv in her pyjamas.",0
13730783,"When Parker tells her that Ricardo will be at the party, Kimberly changes her mind and decides to go because she likes him.",1
13730783,Kimberly and Parker will see each other at Karen's.,2
13730790,Tabby and Michael are having relationship issues.,0
13730790,"Michael claims to love Tabby, but she isn't satisfied with just that.",1
13730818,"John was supposed to drive him to the garage, but he didn't.",0
13730818,Cecil had an accident yesterday.,1
13730818,Glen is going to help Cecil instead.,2
13730818,It's only a 10 minutes distance between the last two.,3
13730824,Amy's still in a lot of pain.,0
13730824,Robyn's still having issues.,1
13730824,She will meet them on Monday.,2
13730824,Leslie's kids are doing fine.,3
13730824,Amy should be back at work in January.,4
13730824,Leslie will try to talk to her.,5
13730851,Ross shows Paul and Martin the new design for the college team kits.,0
13730851,"Ross will send them the size chart and link to the form, Martin will order for Paul as well.",1
13730860-1,Eleanor is struggling to communicating with Sammy.,0
13730860-1,Eleanor is planning on just avoiding Sammy as much as possible.,1
13730895,"Nobody came, there are alone.",0
13730895,He got in for free using his student card.,1
13730895,Tom really liked the museum Mary recommended to him in Dumbo.,2
13730912,Clementine got a notice from the landlord - she needs to leave the apartment next month.,0
13730914,"Mia got almost scammed in Bangkok at the tailor's, but luckily, having threatened the seller with police, she got her money back.",0
13730943,Polly called the bank and they changed her transaction limit.,0
13730943,Now Polly can use her card and doesn't need Tony's card.,1
13730943,Polly will set up a Revolut account.,2
13730943,Tony will send Polly an invite to Revolut.,3
13730946,James has been there for 2 weeks and it's still 20 degrees.,0
13730946,The little one is fine.,1
13730946,The little one's ears hurt before because of the plane.,2
13730946,Leo needs a favour from James.,3
13730946,Leo will call James in 5 minutes when James is free.,4
13730950,Surinder got a fancy goldfish.,0
13730950,His tank is too small.,1
13730950,Kate gives him advice on the size of the tank and the place to keep it.,2
13730950,Goldfish like the company of other goldfish.,3
13730950,Surinder has a red cap oranda.,4
13730950,Surinder will get a bigger tank today.,5
13730975,Nick is on a short holiday in London.,0
13730975,"Harriett has been to a few concerts, and is tired of work.",1
13730977,George lets Kayla know what Kayle will be back probably on the 13th.,0
13730977,"George doesn't miss him as Kayle is a tough roommate, yet still he's better than Ava.",1
13730990,Chet will get mom a new coffee maker for Christmas.,0
13730990,She loves them.,1
13730990,Chet will order it and Anita will get the card and wrap it.,2
13730993,"Frank and Alice choose a scene with the 3 witches from ""Macbeth"" for their assignment.",0
13730993,Frank and Alice proceed to translate the Shakespearean dialog into every day modern English line by line.,1
13730994,Rose sends Amelie an article from the Guardian that compares Europe nowadays to Europe in 536.,0
13730994,Rose and Amelie find differences and similarities between the two ages.,1
13730994,They also do not like the current US President.,2
13730994,Rose suggests humanity keeps repeating the same stories.,3
13731005,It's been 2 months since Stanley and Angela's graduation.,0
13731005,Stanley and Angela are trying to arrange a meeting of their old group to celebrate.,1
13731005,He will be home about 7 or 8.,2
13731005,He will come next week for holidays.,3
13731005,He is taking his father to a family friend's funeral and will only by available after 1 pm.,4
13731005,He has a free day tomorrow.,5
13731005,He probably will be home on Friday.,6
13731005,Dad will be home soon too.,7
13731005,"Some of their friends might be available, others can't come.",8
13731005,They'll come on Saturday.,9
13731021,Kieran has problems with his math homework.,0
13731021,Amy has the answers to the excercises 3-6 but isn't sure about them.,1
13731021,Kieran will look through her answers.,2
13731047,Christine scolds Angelina for having sent the graduation pictures to that bitch.,0
13731047,"When he sends her an improper photo, she leaves the conversation.",1
13731048,Mia had her scan done.,0
13731048,"It's growing, but she won't have a surgery.",1
13731048,She has also problems with her liver.,2
13731048,Jane cancels lunch.,3
13731050,She ate a bug.,0
13731050,Courtney did her first 20-miles ride yesterday.,1
13731050,Younes and Courtney will see at the meet-up.,2
13731064,This weekend there is a finale in Abu Dhabi.,0
13731064,Kubica will be back on the Formula 1 next season.,1
13731064,Arnold tries to argue but at last gives up.,2
13731080,Omar got admitted into grad school.,0
13731080,Rachel doesn't know who Omar is.,1
13731106,Beau is going to spend summer in Australia.,0
13731106,Ashley liked Sydney and Urulu a lot.,1
13731106,The round trip with QantasLink airline cost her up to 300 Canadian dollars.,2
13731113,Thea and Thomas have just arrived to their honeymoon destination.,0
13731113,"Thea is jetlagged, Thomas is out.",1
13731113,"Thea liked the local street food, especially a cheap mushroom soup.",2
13731119,Phoebe has cancer and she has an operation scheduled for tomorrow at 10.,0
13731119,She will also undergo chemotherapy.,1
13731119,Yuval wants to come right now.,2
13731158,"The Outlander novel Dana Gabaldon used to be called ""A stitch in time"".",0
13731158,Alan and Simon are fans of Breaking Bad and Outlander although they are different genres.,1
13731158,Cationa Baife is an Outlander character.,2
13731158,"They think she is better than Marie Schrader, Skylar and Jessie's girlfriend from Breaking Bad.",3
13731166,Betty's house has mould due to condensation.,0
13731166,He'll help her buy paint when she decides on the colour.,1
13731166,Andy will send her a quote for the work needed by Friday.,2
13731173,Tara's salary for this month has enterd in her bank account while Nina's still hasn't.,0
13731173,Nina's going to ask her bank about the transfer on Monday morning.,1
13731173,They will have to borrow money.,2
13731178,Seth's pet Oreo that he got when he was 10 is feeling worse and they're thinking of putting him down.,0
13731178,Tim is busy at work and Susan is on a business trip to Vienna.,1
13731206,Greg was challenged by Kelly not to eat meat for a week and he hesitates if he'll make it.,0
13731206,Erwin gives him his support and Greg accepts the challenge.,1
13731213,Marsha was in Paris for a month during her summer break.,0
13731213,Jacob worked as a warehouse assistant the entire time.,1
13731222,There is also mobile version of this game called War and Magic.,0
13731222,Ads can be skipped if WI-FI is turned off.,1
13731222,Vic and Natty are downloading games for their phones.,2
13731222,Vic likes to play old computer game Heros sometimes.,3
13731255,"Naomi is getting a new phone, Samsung galaxy s8 plus.",0
13731255,Amelia's brother has it and thinks it is huge.,1
13731255,There are new phone cases with a ring on the back to hold the phone.,2
13731255,She got it with 30% discount because she found a deal on the app.,3
13731267,The next meeting of the fan club is on Friday.,0
13731267,Willow will proofread Barry's sign-up sheets before he makes the copies.,1
13731267,Willow wants to invite Max.,2
13731267,The sheets for each of the two volunteer groups will be different colour.,3
13731267,Barry will have the role assignments for his meeting with Willow at around 2.,4
13731285-1,Mila is studying Food and Nutrition at UBC and renting an apartment.,0
13731300,They like Eden Hazard the most.,0
13731300,Dan and Ian comment on football games.,1
13731314-1,Luke critisizes Johny for speaking about women without much respect.,0
13731314-1,Johny wants to go out clubbing with Luke in order to meet a female partner.,1
13731314-1,Luke has plans but he advises Johny to install Tinder.,2
13731324,"Albert shouldn't believe everything Greg, James and Ethan say, because they love gossiping and spreading out rumours.",0
13731324,They gossip about the Royals.,1
13731324,They discuss news about him.,2
13731335-1,Tracy has to make a donkey outfit for a nativity play at work.,0
13731335-1,Rosie gives her Sarah's number as she had one.,1
13731339,Amelia and Jackson are going to watch BRIDEZILLAS on the tv.,0
13731343,Jacqui is riding a bus.,0
13731343,She will text Charles when she reaches home.,1
13731362,Jim is selling his canvas prints for 45 each this week.,0
13731362,Tony will let him know by the end of the day if he decides to place the order.,1
13731362,Tony needs 12 of them in the same design by this weekend.,2
13731362,Jim would charge him in terms of express service.,3
13731369,A rumour has it she is married.,0
13731369,Amy has a crush on the Russian guy from her office but she's married and loves Joseph.,1
13731373,Derek forgot he told his date to come over to his apartment.,0
13731373,His flatmate Julie is saving the situation stalling.,1
13731387,Mel bought Christmas presents while Evie keeps putting it off to the last minute.,0
13731387,They have to buy a lot of gifts for their families.,1
13731387,Evie misses it.,2
13731387,Mel is busy with her teaching job too.,3
13731387,"Mel's and Evie were invited to Christmas lunches, so they do not have to cook.",4
13731392,Chris is going Interrail for a week and will be traveling first class through Italy and France.,0
13731392,He will be sleeping in a two-bed sleeping compartment on the train and in hotels.,1
13731392,The trip differs from the ones that he used to do while studying.,2
13731393,Linda got a new job and is moving to Ohio for 6 months.,0
13731393,Her brother will stay at her current apartment.,1
13731393,Daisy will come by Linda's place to meet her and help her pack as she is too busy to go out.,2
13731396,"Emma's sister speaks German, but she is not interested in this job offer as she has recently given birth.",0
13731396,She will ask her boss for a short leave.,1
13731396,She came back because she has no more money and here she has a steady job.,2
13731396,She works less now.,3
13731396,Oscar has a language school and needs to hire a German teacher.,4
13731397,Carson is watching Canucks game and is inviting Keenan to come join him during the break.,0
13731397,Carson also wants to watch Maple Leafs vs. LA Kings as it is rare.,1
13731416,Tom has a jet lag after landing and is still waiting on the plane to go out from it.,0
13731416,He'll go to Burlington tomorrow.,1
13731421,Sarah got some Valentine's cards this year.,0
13731421,Brayden didn't get any card.,1
13731421,"Sarah doesn't get along well with her fiancé, and she thinks she's not in love anymore.",2
13731441,Brittany is mad at Gaby.,0
13731441,She didn't apologize.,1
13731441,Gaby wants to meet up and talk about the issue but Brittany doesn't want to.,2
13731449,"Jasna's son is 9 months old, he smiles and he's serene baby.",0
13731449,"He can walk, he's very dynamic, but not as much as the older son of Jasna.",1
13731449,Bojana and Jasna are both satisfied to have kids.,2
13731451,Jake and Max hope that their generation will focus more on the research in space rather than on wars on Earth and political conflicts.,0
13731451,Jake is scared.,1
13731466,Josh gives Andy some tips about travelling in Latin America.,0
13731466,Andy goes there with Julia who speaks Spanish and a bit of Portuguese.,1
13731466,The party will take place on Saturday at Julia's favourite Mexican place.,2
13731470,Jude feels lonely.,0
13731472,Cooper is working on proposal.,0
13731472,Jimmy offers his help.,1
13731472,He will come over to Cooper's place at 5pm.,2
13731486,Kids who were present every day during this term have been awarded.,0
13731486,Stacey's and Helen's kids did not receive any because they were sick.,1
13731486,"Stacy and Helen think the idea is strange and will intervene at school, so they would stop awarding kids randomly.",2
13731487,Payton provides Max with websites selling clothes.,0
13731487,Payton likes browsing and trying on the clothes but not necessarily buying them.,1
13731487,Payton usually buys clothes and books as he loves reading.,2
13731489,Max thinks that waiters/waitresses shouldn't be framed by their nationality.,0
13731489,They're planning to meet in Paris.,1
13809856,Patrik invites Cindy to come over to his flat and watch the oscars.,0
13809856,Patrik is convincing Cindy to come to his Oscar party around 7.,1
13809856,Patrik wants La La Land to win.,2
13809856,He hopes that La La Land will win the main award.,3
13809856,Cindy accepted the invitation.,4
13809856,She will take it tonight.,5
13809857,Amelia told James about professor Evans's art exhibition.,0
13809857,They will see each other at philosophy class tomorrow.,1
13809857,Mia doesn't know Amelia and is stressed about meeting her.,2
13809857,James invites Mia even though they had a plan to go to the cinema.,3
13809871,"It's 4 am, Kuba can't sleep and Klaudia just came back from work.",0
13809871,She works as a waitress sometimes at her parents' friends who organise different events.,1
13809871,They'll work in a bar and then sightsee.,2
13809871,Kuba needs to go to sleep as he goes horse riding tomorrow in Skierniewice.,3
13809873,Luke's staying home with twins at Christmas.,0
13809873,Jonah's going with Julie to hers and after to his parents.,1
13809873,He will come to the Christmas party.,2
13809873,They're planning to meet at Luke's on Boxing Day.,3
13809877,"Ramsay recommends a few titles, like Home Alone, the Santa Clause films, Rudolph, etc.",0
13809877,Julie asks for Christmas movies recommendation.,1
13809877,Julie has hosted breakfasts before.,2
13809883,"Peter don't have any gift for her, even if she gave him one for his birthday.",0
13809899,"Matilde and Marco decorated their house by themselves, and Agnes is impressed.",0
13809899,Matilde advises her.,1
13809899,Agnes wants Matilde to give her some tips as Agnes is about to buy an apartment.,2
13809903,"Max will leave Nina at Monica’s, so she can get her nails done and he will go help Dan move by himself.",0
13809918,Jim will know before the weekend if he can come before Christmas or on the 26th or later.,0
13809918,Eva's broken her leg.,1
13809920,"Mila's studying food and nutrition at UBC, she's renting an apartment.",0
13809920,Mila doesn't live with Brody but they still keep in touch.,1
13809920,She finds UBC stressful.,2
13809920,Jason will visit Mila in Vancouver during the first week of February.,3
13809920,"Jason will be in Vancouver in February, they want to meet.",4
13809935,Alexa and Layla are going to Athens for the weekend.,0
13809935,Alex found a cheap flight Friday to Tuesday and Layla'll book a hotel on Booking.,1
13809935,Alex will book the trip.,2
13809935,She also organised flights and hotel for next week's trip.,3
13809938,The dean had a heart attack and died.,0
13809938,Frank liked the dean.,1
13809938,"A pedestrian tried to save him, but the ambulance came too late.",2
13809938,Frank and Adam both want to attend the dean's funeral on Sunday.,3
13809938,Adam and Frank are attending the funeral on Sunday.,4
13809940,Doug's car got keyed in Walmart.,0
13809949,Lori will buy tickets for the football game.,0
13809949,Hayden will keep his new jersey away from Pepper.,1
13809949,Ticket prices will increase next month.,2
13809953,"They have a few scratches, but are in a good condition and are good for beginners.",0
13809953,Lucy's buying rollerblades for her niece.,1
13809953,Lucy will think about buying them.,2
13809953,Hannah won't give Lucy any discount.,3
13809954,Sam and Jake are ordering sushi sets no.,0
13809954,"5 and 7, and 6 pizzas for 10 people.",1
13809955-1,Isabella is on summer break at home.,0
13809955-1,"Anna offers Isabella, who's free on summer holidays, a data entry work.",1
13809955-1,Anna asignes Isabella some data entry work in Excell paid 10 dollars per sheet.,2
13809955-1,"She has to do 6 excel sheets, she'll get 10$ per sheet.",3
13809955-1,They're due in 48 hours.,4
13809959,Katy will be at the animal association tomorrow at 8:00 am.,0
13809959,They arrange to meet at 8 am to prepare meals for baby kittens and to clean the boxes of dogs and bigger cats.,1
13809959,Brendon doesn't mind that as he loves cats.,2
13809959,Brendon and Katy will feed the kittens and puppies and clean up after the cats and dogs.,3
13809959,He should bring a snack for the morning and they arrange a lunch later.,4
13809959,He offers to come and bring her breakfast.,5
13809968,Mary wants to change the sponsorship deal she talked to Hunter about for influencers and going viral to boost the brand.,0
13809968,"They decided to refuse the sponsorship deal and investigate the possibilities with influencers, younger audience or a startup.",1
13809982,The new burger restaurant at the corner of Chapel and College Street finally opened.,0
13809982,Elizabeth and Aiden will go there tomorrow.,1
13809982,"They'll go to try it tomorrow, Aiden will pick Elizabeth up at 9.",2
13809982,Aiden will pick Elizabeth up at 9 o'clock.,3
13809983,"Beth's brother's wife, mid 50's, died of bee sting allergy.",0
13809983,Their deaths remain unsolved.,1
13809983,Beth doesn't know about the funeral arrangements yet.,2
13809990,Priti met Ben from camp during an interview for a TA position she applied.,0
13809990,He was sitting in the room and blushed when he recognised her.,1
13809995,May put off the vote on Brexit.,0
13809995,The pound went down after the information.,1
13810001,Al will write some sheets for the revision material.,0
13810001,John will put a good word in for Al.,1
13810004,"However, he likes his university.",0
13810004,He will come and collect it later in his Chrysler Grand Voyager.,1
13810004,He has a comfortable car.,2
13810004,Donna argues Rachel should push him more like she does Oliver.,3
13810004,Rachel gets angry at Donna for belittling her son.,4
13810004,Rachel and Donna talk about their sons' grades.,5
13810004,"His son argued with a friend at school, and got agressive when the teacher reacted.",6
13810015,"It costs 350, which is half of the original price.",0
13810015,Trevor will take his measurements tomorrow once he comes to the shop.,1
13810028,Izzy and Heather are going with children to Wonderland on Saturday morning.,0
13810028,Izzy and Heather and their kids are going to an amusement park today.,1
13810042-1,Fiona wants to paint her room and asks Larry for help.,0
13810059,"Bobby's new to the neighbourhood, Mats welcomes him.",0
13810089,"Jessie and Leo will hang out at the weekend, but Jessie has to come up with a place first.",0
13810108,Ethan and Abigail exchange ideas about Christmas gifts.,0
13810108,"They want to buy new Kindle and ebooks for mum, bird-watching set for dad, a bag for granny and a book for uncle Stevie who's coming for Christmas Eve.",1
13810115,She'll make an appointment at her hairdresser for Zoe.,0
13810117,"Erin asks Peter out for a dinner, they're going for Mexican food at 7.",0
13810124,"She's not outgoing, so they won't be throwing a party for her, but she likes art so Sidney and Oliver decide to take her to the impressionist exhibition and for a coffee.",0
13810124,"As birthday present for Alice, Oliver and Sidney are going to take her to the impressionist exhibition then grab a coffee together.",1
13810161,Papa is leaving on Wednesday.,0
13810161,Papa will prepare something to eat for him.,1
13810161,"Papa will meet with Lawrence, Anna and Pat on Sunday for a brunch in Schlosscafe around 12.",2
13810161,"Papa's leaving on Wednesday, so he'll go with Lawrence and Pat for a brunch at Schlosscafe at 12 on Sunday.",3
13810161,Lawrence will call Pat.,4
13810161,Lawrence will visit Papa tonight.,5
13810189,"Helena's studying in Edinburgh, while Wanda's studying near Leeds and working at a petrol station.",0
13810189,Wanda wants to visit Helena next Thursday as she has two days off.,1
13810189,Wanda wants to stay in Scotland and become a teacher.,2
13810215,Sheridan and Elias are criticising her pink fridge.,0
13810228,Regina needed 9 hours to complete them.,0
13810228,"Tatiana hasn't finished the required trainings due tomorrow, so she'll have to cancel her plans of spending some time with her mom.",1
13810228,"Tatiana will help her out as she remembers the answers from some quizzes, and it took her as much as around 9 hours.",2
13810228,Regina will help Tatiana but she has to start now to finish till tomorrow.,3
13810240,Andy is going to the gym tonight.,0
13810240,Andy will visit Joan on his way to the gym.,1
13810240,"Andy will bring food, sudoku and a cosmo for her.",2
13810240,Joan can't drink wine because she is taking medicine.,3
13810240,Joan can't have wine with the medicine.,4
13810258,Barbara is back from Canada.,0
13810258,She's been to Montreal and Winnipeg.,1
13810258,It's very cold.,2
13810258,"Jessie would love to go there, so and Barbara recommends Ottawa and Toronto.",3
13810258,"She didn't like Quebec, though.",4
13810258,She's thinking of going to the US next year and so is Jessie.,5
13810360-1,Neither Frank nor Josh read the manuals before working with a new software.,0
13810360-1,Frank has a few book projects drafted.,1
13810360-1,Frank wants to limit gaming in favour of writing.,2
13810360-1,Both Frank and Josh play computer games.,3
13810360-1,Josh doesn't think playing games is a waste of time.,4
13810394,Synthia met her friend Mike and she is very upset about it.,0
13810394,Synthia decides to just ignore him.,1
13810394,Joan suggests to just say hi next time.,2
13810494,Anna got an awful stomachache at night but she doesn't know its cause.,0
13810494,Her mom Joanna will make her hot tea with some fresh mint leaves.,1
13810499,"Anna can't open the link to the videos from yesterday that Jack sent her via email, so he'll put it on YT and it should be ready in 10 minutes.",0
13810506,"Patricia and Jane will go on an organised trip to Thailand, Vietnam and Cambodia.",0
13810506,The trip lasts almost 2 weeks and costs around 2k.,1
13810506,They will go in July.,2
13810506,Patricia will ask her boss for a time off and Jane will contact the agency.,3
13810506,She dislikes flying.,4
13810506,They found convenient flights for both of them.,5
13810634,"Biscuit has a diarrhea, he's probably eaten something poisoned.",0
13810634,Jean will consult her vet.,1
13810634,He's on IV with Adam at the vet's now.,2
13810634,She's taking him to vet on Monday.,3
13810665,Natalie will support the non-English speaking Italian guest while communicating with visitors and journalists.,0
13810665,Natalie will help Kate by doing the interpreter's work during Audio Video Show on 24-25 February.,1
13810665,The guest will receive Natalie's contact details and call her around 3 p.m.,2
13810665,She accepts the task.,3
13810825,Antonia will come to Anthony for a Star Wars marathon at the weekend of 19/20 even though she's not a big fan of Star Wars.,0
13810825,Mark will be there and Anthony saw how she's looking at him.,1
13810825,Anthony will visit him.,2
13810873,Jane is having an important Skype video call and wants to have a mock call with John.,0
13810877,Tina has to learn Demi's approach how to transfer from hating men to dating them.,0
13810893,Nina is spending Christmas at her parents' home near Wrocław.,0
13810893,"Karen is going to a restaurant with friends, whereas Nina will be at home with Luke and Ben for the New Year.",1
13810893,Karen is coming to Wrocław for a workshop next weekend and she will meet Nina on Saturday evening for a coffee.,2
13810983,Maia feels sorry about it as she thought Adam was Aydan's friend.,0
13810983,Adam hurt Aydan today.,1
13810983,"She wants to talk to Adam about his mistake, but Aydan doesn't think it's necessary, Maia is not going to her piano class today.",2
13810983,She and Aydan are not going to college tomorrow.,3
13810987,Sam is very busy now and next week too.,0
13810987,She will let Cam know if she has some spare time to meet.,1
13810987,Cam wants to catch up with Sam.,2
13811140,Zoe keeps listening to the song that Jacob played at his birthday.,0
13811140,Caleb is listening to the same song.,1
13811289,Janet was in court yesterday.,0
13811289,Neither she nor her sister testified.,1
13811289,There's no sentence yet and there will be a mediator.,2
13811289,It will probably take a few months.,3
13811289,Amy's parents also got divorced.,4
13811289,Her parents are getting divorced.,5
13811680,A girl was murdered by a 26-year-old in New Zealand.,0
13811680,They met on Tinder.,1
13811680,She was last seen at his company on 1st December.,2
13811680,She is on a second date with a guy she met here.,3
13811763,Aurora told Isabela that her fall on a slippery floor at her cousin's wedding last February was immortalized on a photo.,0
13811786,The client manager suited up.,0
13811786,Andy has almost finished his thesis.,1
13811786,Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.,2
13811868,Craig had good time at the party yesterday.,0
13811868,"Most people left about 3, but he waited for Agnes because he wanted to drive her back, but she was having a chat with some guy.",1
13811868,Craig has quit his job.,2
13811934,"Hillary needn't have waited for the other package, because there was only one coming in.",0
13812016,"Bella got a message from Sal who wanted her to give him Cameron's number, but she told him to piss off.",0
13812095,Will has just eaten and Tiffany hopes he won't react to the mushrooms like he did last time.,0
13812231,"Alfred tells his mum, Hetty, how to create a shortcut on an iPad and where to find her e-mail app.",0
13812300,It was Angela's birthday party.,0
13812300,The guests danced almost till the end and went home at about 3 or 4.,1
13812300,Today Angela is feeling tired and still a bit drunk.,2
13812325,Quentin has had another delivery and is organizing an unboxing at 8 pm tonight.,0
13812325,Tarquin will be there too.,1
13812325,Quentin sold 30 and the rest went into the shop.,2
13812325,Quentin will do some wine and cheese.,3
13812373,"Mia's mum Joanne sends her detailed instructions on how to make chicken stock (water, carrots, celeriac, pasrley, onion, a few chicken wings and spices).",0
13812373,She doesn't use any spices.,1
13812473,"Kate is tired of studying, she has a test in 5 days.",0
13812473,"Agnes suggests going out but Kate declines, she prefers taking a bath.",1
13812482,Exiling a permanent triggers ETB.,0
13812482,Recently Alleatha plays MTG rarely and only with prereleases.,1
13812692,Polly is looking for job.,0
13812692,She didn't come to last two meetings.,1
13812740,Tilda has no motivation to study.,0
13812740,"Tilda will give it a chance,",1
13812740,Agnes sends her some music suitable for studying.,2
13812740,Agnes thinks her suggestion is better.,3
13812757,They were gossiping about Michael.,0
13812757,She threw food at him and his friends at the meeting.,1
13812757,"He, Richard, Monica and Sandra will have a before at Richard's place.",2
13812788,Amanda goes to dancing classes with Michael.,0
13812788,Amanda is shy and goes to therapy.,1
13812859,"Katherine and Cristina both have seen ""Ben Is Back"" and they liked it.",0
13812988,Fiona shares house with 10 people.,0
13812988,"They needed a group of about 10 people, but it was unlikely to happen.",1
13812988,The house has 3 floors and a patio.,2
13812988,"She lives in a small town, about 20 minutes by bus from city centre.",3
13812988,Fiona wants to take Ian to a cafe which she likes very much.,4
13812988,Ian has already bought the flight tickets and will visit Fiona in two weeks time.,5
13812999,"Veronica, Tom and Caroline will play the following songs: Hit the Road Jack, I Will Survive , Sugar, I Can't Feel My Face and I'm So Excited.",0
13813208-1,Dean and Matt like Sophie.,0
13813208-1,Tomorrow Matt is helping dad with his car.,1
13813262,Patricia liked a man and got his number.,0
13813262,Chloe thinks he is handsome.,1
13813262,Patricia and Chloe went out last night.,2
13813295,Barbara will be at Eva's place in thirty minutes.,0
13813295,"They will be watching ""Something borrowed, something new"".",1
13813346,Dave adopted a Trixie from a shelter.,0
13813346,Jane wants to adopt a dog.,1
13813346,He will go to a shelter with parents.,2
13813443,"Enoch woke up and hopes the fever's gone, but waits for the spots to go.",0
13813443,Mattie went shopping to the grocery store and is in a club.,1
13813529,She still eats fish.,0
13813529,"Anna is vegetarian too and she ate meat a few times, especially when she was hungry and couldn't have anything else.",1
13813529,Anna has been a vegetarian for a month.,2
13813529,"Mary highly recommends chlorella (pills), vitamin B12 and D3.",3
13813790,Kelsie is in Coimbra.,0
13813790,She is travelling back to Lisbon.,1
13813790,Donte doesn't have faver.,2
13813794,"Hannah's New Year's resolutions are: work out, cook for herself, start dating.",0
13813794,Brooklyn didn't make any.,1
13813811,His recent flatmate is negligent of hygiene.,0
13813811,Logan knows a girl who is looking for a flatmate.,1
13813811,She doesn't have a place to stay.,2
13813811,Caleb needs to find an apartment.,3
13813811,Caleb used to find his flatmates on Craigslist.,4
13813854,Wendy and Charles meet online.,0
13813854,Charles works in sales.,1
13813854,Wendy works in HR.,2
13813854,Charles and Wendy will go dancing.,3
13813891,Frank took her to the hospital.,0
13813891,Paula had a strong stomach ache.,1
13813891,Ibuprofen didn't help.,2
13813891,The doctors have diagnosed an appendicitis.,3
13813891,Susan will come to the hospital in an hour.,4
13814007,Oscar printed a ticket for Anna.,0
13814054-1,There was a problem at Bill's school concerning cut tires on students' and teachers' cars standing in the parking lot.,0
13814054-1,The last year student cut the tyres on 11 cars in the school car park.,1
13814054-1,Math teacher's car got all four tyres cut.,2
13814054-1,"A student who failed finals, took revenge cutting tires on 11 cars, including all four on math teacher's car.",3
13814054-1,Tom is not satisfied that he has to play I Can't Feel My Face.,4
13814054-1,She canceled her meeting with Tom.,5
13814054-1,They already caught him.,6
13814079,Violet will make an appointment at a waxing salon.,0
13814531,Eva and Maggie are going to shop in grocery's store nearby Maggie's place.,0
13814531,They both dislike the big supermarket and in the small store they will also find what they need.,1
13814531,Any delay will cost the workers a lot.,2
13814671,Julia and Tom will be showing their flat to possible tenants at the weekend.,0
13814692,Arnold was transferred to Italy for a few months.,0
13814692,He will write to Michelle tomorrow.,1
13814755,Lisa plans to join them.,0
13814755,Nancy and Lisa will meet for coffee in Warsaw's city centre at 3 pm.,1
13814782,Jenny gives James a couple pin points about his CV and applying for Junior Project Manager at Netflix.,0
13814782,She speaks highly of the atmosphere and her employer.,1
13814782,"Jenny needs some information, because she wasn't there.",2
13815005,Tom contacts Diana.,0
13815005,Tom and his wife want to sell their apartment and get a new one.,1
13815182,Alex told Laura he was seeing someone.,0
13815182,Alex was with Annie for 4 years.,1
13815182,Laura has to finish the work assignment tonight.,2
13815216,Michelle and Alex organized their holiday.,0
13815216,They will take a direct flight.,1
13815216,They will fly there directly.,2
13815216,Michelle will exchange the money.,3
13815228,Joanna helps Terry with his project.,0
13815228,Bill will arrive around 10 am Sunday and Joanna will be picking him.,1
13815228,She suggests the layout improvement.,2
13815659,They will stay 2 days with their friends and 4 days alone.,0
13815659,He will stay there for 2 weeks.,1
13815659,Sara and Tom will go together on holidays.,2
13815659,Tom is flying back home.,3
13815714,John subscribed to Asimov's magazine.,0
13815714,Peter did not have time to read it.,1
13815714,Tec did read it and gave John constructive comments.,2
